SpatialDimValueCode,Location,country,Obesity_Rate,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
QAT,Qatar,Qatar,35.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.64,NA,NA,25.54,NA,42.8,33.64 [25.54 – 42.8],NA,NA,EN,2018-09-13T07:00:00Z
DMA,Dominica,Dominica,27.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.67,NA,NA,26.06,NA,42.21,33.67 [26.06 – 42.21],NA,NA,EN,2018-09-13T07:00:00Z
USA,United States of America,United States,36.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.73,NA,NA,27.56,NA,40.5,33.73 [27.56 – 40.5],NA,NA,EN,2018-09-13T07:00:00Z
ESP,Spain,Spain,23.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.81,NA,NA,27.08,NA,41.25,33.81 [27.08 – 41.25],NA,NA,EN,2018-09-13T07:00:00Z
ROU,Romania,Romania,22.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.91,NA,NA,26.89,NA,41.71,33.91 [26.89 – 41.71],NA,NA,EN,2018-09-13T07:00:00Z
GBR,United Kingdom of Great Britain and Northern Ireland,United Kingdom,27.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.92,NA,NA,27.99,NA,40.39,33.92 [27.99 – 40.39],NA,NA,EN,2018-09-13T07:00:00Z
EST,Estonia,Estonia,21.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.23,NA,NA,27.07,NA,42.15,34.23 [27.07 – 42.15],NA,NA,EN,2018-09-13T07:00:00Z
POL,Poland,Poland,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.26,NA,NA,26.88,NA,42.45,34.26 [26.88 – 42.45],NA,NA,EN,2018-09-13T07:00:00Z
MRT,Mauritania,Mauritania,12.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3,NA,NA,27.13,NA,41.46,34.3 [27.13 – 41.46],NA,NA,EN,2018-09-13T07:00:00Z
IRL,Ireland,Ireland,25.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.31,NA,NA,27.98,NA,41.22,34.31 [27.98 – 41.22],NA,NA,EN,2018-09-13T07:00:00Z
LBY,Libya,Libya,32.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.35,NA,NA,26.18,NA,43.52,34.35 [26.18 – 43.52],NA,NA,EN,2018-09-13T07:00:00Z
HUN,Hungary,Hungary,26.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.53,NA,NA,27.65,NA,42.1,34.53 [27.65 – 42.1],NA,NA,EN,2018-09-13T07:00:00Z
SVN,Slovenia,Slovenia,20.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.67,NA,NA,27.39,NA,42.7,34.67 [27.39 – 42.7],NA,NA,EN,2018-09-13T07:00:00Z
CIV,Côte d’Ivoire,Ivory Coast,10.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.04,NA,NA,27.92,NA,42.16,35.04 [27.92 – 42.16],NA,NA,EN,2018-09-13T07:00:00Z
GTM,Guatemala,Guatemala,21.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.26,NA,NA,26.75,NA,44.8,35.26 [26.75 – 44.8],NA,NA,EN,2018-09-13T07:00:00Z
GRD,Grenada,Grenada,21.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29,NA,NA,26.68,NA,44.98,35.29 [26.68 – 44.98],NA,NA,EN,2018-09-13T07:00:00Z
AUS,Australia,Australia,29,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.43,NA,NA,27.9,NA,43.76,35.43 [27.9 – 43.76],NA,NA,EN,2018-09-13T07:00:00Z
GTM,Guatemala,Guatemala,21.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.49,NA,NA,26.5,NA,45.64,35.49 [26.5 – 45.64],NA,NA,EN,2018-09-13T07:00:00Z
FSM,Micronesia (Federated States of),Micronesia,45.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.66,NA,NA,27.32,NA,44.95,35.66 [27.32 – 44.95],NA,NA,EN,2018-09-13T07:00:00Z
GTM,Guatemala,Guatemala,21.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7,NA,NA,26.27,NA,46.39,35.7 [26.27 – 46.39],NA,NA,EN,2018-09-13T07:00:00Z
POL,Poland,Poland,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.74,NA,NA,27.86,NA,44.47,35.74 [27.86 – 44.47],NA,NA,EN,2018-09-13T07:00:00Z
NAM,Namibia,Namibia,17.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82,NA,NA,28.06,NA,44.41,35.82 [28.06 – 44.41],NA,NA,EN,2018-09-13T07:00:00Z
SGP,Singapore,Singapore,6.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.84,NA,NA,21.85,NA,52.7,35.84 [21.85 – 52.7],NA,NA,EN,2018-09-13T07:00:00Z
ARE,United Arab Emirates,United Arab Emirates,31.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.85,NA,NA,27.5,NA,44.19,35.85 [27.5 – 44.19],NA,NA,EN,2018-09-13T07:00:00Z
NOR,Norway,Norway,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.96,NA,NA,28.9,NA,43.68,35.96 [28.9 – 43.68],NA,NA,EN,2018-09-13T07:00:00Z
SRB,Serbia,Serbia,21.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.03,NA,NA,28.06,NA,44.84,36.03 [28.06 – 44.84],NA,NA,EN,2018-09-13T07:00:00Z
PRY,Paraguay,Paraguay,20.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.07,NA,NA,27.52,NA,44.61,36.07 [27.52 – 44.61],NA,NA,EN,2018-09-13T07:00:00Z
LBN,Lebanon,Lebanon,33.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.18,NA,NA,28.11,NA,45.12,36.18 [28.11 – 45.12],NA,NA,EN,2018-09-13T07:00:00Z
SVK,Slovakia,Slovakia,20.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.19,NA,NA,28.75,NA,44.32,36.19 [28.75 – 44.32],NA,NA,EN,2018-09-13T07:00:00Z
JPN,Japan,Japan,4.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,NA,NA,21.8,NA,53.53,36.2 [21.8 – 53.53],NA,NA,EN,2018-09-13T07:00:00Z
LVA,Latvia,Latvia,23.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,NA,NA,28.23,NA,45,36.2 [28.23 – 45],NA,NA,EN,2018-09-13T07:00:00Z
AUT,Austria,Austria,20.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,29.27,NA,43.96,36.3 [29.27 – 43.96],NA,NA,EN,2018-09-13T07:00:00Z
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,22.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.32,NA,NA,27.89,NA,45.6,36.32 [27.89 – 45.6],NA,NA,EN,2018-09-13T07:00:00Z
CZE,Czechia,Czech Republic,26,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.44,NA,NA,28.62,NA,45.03,36.44 [28.62 – 45.03],NA,NA,EN,2018-09-13T07:00:00Z
PRY,Paraguay,Paraguay,20.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.47,NA,NA,27.97,NA,44.97,36.47 [27.97 – 44.97],NA,NA,EN,2018-09-13T07:00:00Z
GRC,Greece,Greece,24.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.55,NA,NA,30.28,NA,43.3,36.55 [30.28 – 43.3],NA,NA,EN,2018-09-13T07:00:00Z
PRY,Paraguay,Paraguay,20.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.86,NA,NA,28.4,NA,45.31,36.86 [28.4 – 45.31],NA,NA,EN,2018-09-13T07:00:00Z
KOR,Republic of Korea,South Korea,4.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.07,NA,NA,22.18,NA,54.68,37.07 [22.18 – 54.68],NA,NA,EN,2018-09-13T07:00:00Z
JAM,Jamaica,Jamaica,24.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.11,NA,NA,28.91,NA,46.12,37.11 [28.91 – 46.12],NA,NA,EN,2018-09-13T07:00:00Z
ZAF,South Africa,South Africa,28.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,NA,NA,29.34,NA,45.65,37.2 [29.34 – 45.65],NA,NA,EN,2018-09-13T07:00:00Z
IRQ,Iraq,Iraq,30.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.27,NA,NA,30.19,NA,44.92,37.27 [30.19 – 44.92],NA,NA,EN,2018-09-13T07:00:00Z
SUR,Suriname,Suriname,26.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.29,NA,NA,29.97,NA,45.24,37.29 [29.97 – 45.24],NA,NA,EN,2018-09-13T07:00:00Z
TJK,Tajikistan,Tajikistan,14.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.36,NA,NA,27.35,NA,48.57,37.36 [27.35 – 48.57],NA,NA,EN,2018-09-13T07:00:00Z
LKA,Sri Lanka,Sri Lanka,5.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.42,NA,NA,27.77,NA,48.17,37.42 [27.77 – 48.17],NA,NA,EN,2018-09-13T07:00:00Z
COL,Colombia,Colombia,22.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.45,NA,NA,29.3,NA,45.61,37.45 [29.3 – 45.61],NA,NA,EN,2018-09-13T07:00:00Z
BGD,Bangladesh,Bangladesh,3.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.46,NA,NA,21.23,NA,53.7,37.46 [21.23 – 53.7],NA,NA,EN,2018-09-13T07:00:00Z
FRA,France,France,21.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.49,NA,NA,30.47,NA,45.07,37.49 [30.47 – 45.07],NA,NA,EN,2018-09-13T07:00:00Z
ROU,Romania,Romania,22.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.58,NA,NA,29.78,NA,46.05,37.58 [29.78 – 46.05],NA,NA,EN,2018-09-13T07:00:00Z
EST,Estonia,Estonia,21.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.63,NA,NA,29.74,NA,46.23,37.63 [29.74 – 46.23],NA,NA,EN,2018-09-13T07:00:00Z
BGR,Bulgaria,Bulgaria,25,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA,NA,30.18,NA,45.85,37.7 [30.18 – 45.85],NA,NA,EN,2018-09-13T07:00:00Z
MYS,Malaysia,Malaysia,15.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.73,NA,NA,28.75,NA,47.59,37.73 [28.75 – 47.59],NA,NA,EN,2018-09-13T07:00:00Z
CRI,Costa Rica,Costa Rica,25.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.77,NA,NA,30.32,NA,45.82,37.77 [30.32 – 45.82],NA,NA,EN,2018-09-13T07:00:00Z
ARG,Argentina,Argentina,28.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.83,NA,NA,30.54,NA,45.7,37.83 [30.54 – 45.7],NA,NA,EN,2018-09-13T07:00:00Z
SGP,Singapore,Singapore,6.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.89,NA,NA,22.74,NA,55.77,37.89 [22.74 – 55.77],NA,NA,EN,2018-09-13T07:00:00Z
DOM,Dominican Republic,Dominican Republic,27.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,NA,NA,29.94,NA,46.54,37.9 [29.94 – 46.54],NA,NA,EN,2018-09-13T07:00:00Z
JPN,Japan,Japan,4.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.06,NA,NA,22.48,NA,56.48,38.06 [22.48 – 56.48],NA,NA,EN,2018-09-13T07:00:00Z
EGY,Egypt,Egypt,32,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.11,NA,NA,29.29,NA,47.79,38.11 [29.29 – 47.79],NA,NA,EN,2018-09-13T07:00:00Z
CUB,Cuba,Cuba,24.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.18,NA,NA,30.4,NA,46.58,38.18 [30.4 – 46.58],NA,NA,EN,2018-09-13T07:00:00Z
OMN,Oman,Oman,27,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21,NA,NA,29.3,NA,47.99,38.21 [29.3 – 47.99],NA,NA,EN,2018-09-13T07:00:00Z
PHL,Philippines,Philippines,6.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21,NA,NA,29.98,NA,47.06,38.21 [29.98 – 47.06],NA,NA,EN,2018-09-13T07:00:00Z
ARE,United Arab Emirates,United Arab Emirates,31.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.24,NA,NA,29.69,NA,46.79,38.24 [29.69 – 46.79],NA,NA,EN,2018-09-13T07:00:00Z
MLT,Malta,Malta,28.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.25,NA,NA,30.72,NA,46.39,38.25 [30.72 – 46.39],NA,NA,EN,2018-09-13T07:00:00Z
KIR,Kiribati,Kiribati,46,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.35,NA,NA,29.44,NA,48.06,38.35 [29.44 – 48.06],NA,NA,EN,2018-09-13T07:00:00Z
TTO,Trinidad and Tobago,Trinidad and Tobago,18.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.36,NA,NA,27.97,NA,49.78,38.36 [27.97 – 49.78],NA,NA,EN,2018-09-13T07:00:00Z
GBR,United Kingdom of Great Britain and Northern Ireland,United Kingdom,27.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.39,NA,NA,31.73,NA,45.49,38.39 [31.73 – 45.49],NA,NA,EN,2018-09-13T07:00:00Z
BEL,Belgium,Belgium,22.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.61,NA,NA,31.91,NA,45.73,38.61 [31.91 – 45.73],NA,NA,EN,2018-09-13T07:00:00Z
HRV,Croatia,Croatia,24.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.64,NA,NA,30.4,NA,47.57,38.64 [30.4 – 47.57],NA,NA,EN,2018-09-13T07:00:00Z
DZA,Algeria,Algeria,27.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.83,NA,NA,29.72,NA,48.79,38.83 [29.72 – 48.79],NA,NA,EN,2018-09-13T07:00:00Z
IRL,Ireland,Ireland,25.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.83,NA,NA,31.67,NA,46.5,38.83 [31.67 – 46.5],NA,NA,EN,2018-09-13T07:00:00Z
CYP,Cyprus,Cyprus,21.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.04,NA,NA,32.19,NA,46.35,39.04 [32.19 – 46.35],NA,NA,EN,2018-09-13T07:00:00Z
TUR,Türkiye,Turkey,32.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.08,NA,NA,30.17,NA,48.77,39.08 [30.17 – 48.77],NA,NA,EN,2018-09-13T07:00:00Z
FSM,Micronesia (Federated States of),Micronesia,45.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.18,NA,NA,30.03,NA,49.15,39.18 [30.03 – 49.15],NA,NA,EN,2018-09-13T07:00:00Z
